x,y,color,Model Size,Training FLOP,hex_color,loss,Training Tokens
140.31558,286.40147,#cd1c4e,233416254.08052623,6.372103149390175e+18,#cd1c4e,3.021224272849423,4549885335.742917
133.82857,295.4626,#cf1e4d,188904739.7791761,5.150785831304684e+18,#cf1e4d,3.048504933511402,4544429675.088968
147.7661,280.1781,#c71951,269924200.6168489,8.13612433491096e+18,#c71951,2.976297938663035,5023709320.5658865
154.65283,271.8575,#bf1654,327808646.7009262,1.0198140877817889e+19,#bf1654,2.914521190461052,5185007056.429727
151.82654,275.8136,#c21753,298883466.2824618,9.295220597002336e+18,#c21753,2.940838357413416,5183302549.662074
279.29158,114.61609,#821e5a,12888244288.765907,6.081847122917071e+20,#821e5a,2.5240864505424114,7864850824.067556
186.206,216.04325,#a8185a,1206781186.9755878,2.8708129747671486e+19,#a8185a,2.757359717151634,3964835003.162318
186.4144,220.95424,#a6195a,1076035376.2033112,2.8905042863662887e+19,#a6195a,2.7449912897159163,4477089927.0449
185.70099,230.29254,#aa185a,865221990.9585674,2.823650165799477e+19,#aa185a,2.7697776574701383,5439163196.085655
185.27472,241.10599,#a4195b,672154581.416553,2.784444408031644e+19,#a4195b,2.736778556603052,6904275903.725103
185.7101,244.27501,#a4195b,624212367.1280537,2.824494046355417e+19,#a4195b,2.736778556603052,7541488001.780191
185.03064,246.81009,#a6195a,588334495.013759,2.762240969487353e+19,#a6195a,2.7449912897159163,7825029788.603376
207.24419,216.04325,#921c5b,1206781186.9755878,5.724003739725731e+19,#921c5b,2.616495387341047,7905332247.335742
205.25331,220.95424,#931c5b,1076035376.2033112,5.362153673164827e+19,#931c5b,2.628284835801397,8305417262.526377
184.08232,257.9477,#a8185a,453605847.2395696,2.677641768342486e+19,#a8185a,2.757359717151634,9838357039.99168
206.4808,230.29256,#931c5b,865221586.8940593,5.582454613549142e+19,#931c5b,2.628284835801397,10753419890.94538
207.43485,241.106,#951c5b,672154424.4661723,5.759912882157757e+19,#951c5b,2.640121479394902,14282216190.454304
205.16573,246.8101,#951c5b,588334357.6356528,5.346771865708087e+19,#951c5b,2.640121479394902,15146636138.434475
206.9547,257.9477,#981b5b,453605847.2395696,5.6699083818467525e+19,#981b5b,2.6599757580335908,20832728150.62949
221.94872,202.01132,#901d5b,1674654734.720355,9.271929626377262e+19,#901d5b,2.6086671008223323,9227702716.012434
215.32805,211.74207,#971c5b,1334278460.4905798,7.462026669698492e+19,#971c5b,2.6480441566036577,9320926241.7318
229.56014,196.98503,#871e5b,1883200287.7540896,1.1901370418705375e+20,#871e5b,2.554520985765487,10532930296.099825
226.2974,201.58303,#8e1d5b,1691486509.681402,1.0693461541147923e+20,#8e1d5b,2.5969714788717795,10536552198.261475
151.05893,271.85755,#c41753,327808263.978935,9.064103959507466e+18,#c41753,2.949663448686964,4608437795.053029
151.37955,275.81364,#c21753,298883187.1213356,9.159930978025012e+18,#c21753,2.940838357413416,5107865643.792144
150.82855,286.4015,#c41753,233416090.5700968,8.995867482538874e+18,#c41753,2.949663448686964,6423341439.006565
152.01123,295.46263,#c21753,188904607.4495092,9.351702074984495e+18,#c21753,2.940838357413416,8250815231.777795
151.09494,304.9683,#c71951,151302555.58977813,9.074816471874256e+18,#c71951,2.976297938663035,9996324292.62962
149.82032,316.73493,#ca1a50,114953381.36131366,8.703231302287945e+18,#ca1a50,2.998680336233436,12618493977.328861
170.01572,252.01346,#b41658,521023518.4383689,1.687989538119788e+19,#b41658,2.836974331044393,5399594830.764047
174.2444,246.8101,#af1759,588334357.6356528,1.939137038063048e+19,#af1759,2.803174649739657,5493296492.876046
176.12348,250.25826,#ad1759,542821047.7605575,2.062417244855716e+19,#ad1759,2.790606978320643,6332403816.949583
180.79514,244.27501,#ab185a,624212367.1280537,2.4039512626982416e+19,#ab185a,2.7780894167931174,6418625533.268991
184.76071,239.03404,#a6195a,705473415.5240977,2.737892125546082e+19,#a6195a,2.7449912897159163,6468214736.606094
185.27252,241.10599,#a4195b,672154581.416553,2.7842434837667877e+19,#a4195b,2.736778556603052,6903777694.259574
193.78983,230.29254,#9f1a5b,865221990.9585674,3.681617949318348e+19,#9f1a5b,2.704172606664561,7091856170.614155
190.22275,235.35472,#a3195b,768762802.2591397,3.2751006267934257e+19,#a3195b,2.724508563490356,7100370918.851666
204.36038,216.04325,#951c5b,1206781186.9755878,5.207379319923896e+19,#951c5b,2.640121479394902,7191830322.576998
201.37447,220.95424,#9a1b5b,1076035376.2033112,4.721544374487925e+19,#9a1b5b,2.6719551236587806,7313180215.238285
199.13074,226.51108,#9a1b5b,945094099.2559588,4.386534028896152e+19,#9a1b5b,2.6719551236587806,7735621303.652063
116.21571,331.9645,#e03143,80552648.20176862,2.890502074101728e+18,#e03143,3.222268068835837,5980564965.126051
122.222209,323.6681,#dd2c45,97771660.98709962,3.5199587520509896e+18,#dd2c45,3.1838780021322792,6000305058.598775
135.52539,312.58619,#d2204c,126646680.76260269,5.445592965022768e+18,#d2204c,3.07143034313885,7166384638.260478
142.46193,304.96827,#cb1b4f,151302661.57881162,6.836883261202216e+18,#cb1b4f,3.012185078911002,7531133501.839701
147.24222,298.51496,#c51852,175909421.7000895,7.99750935882534e+18,#c51852,2.962954091342755,7577298666.488719
154.01349,295.46257,#c21753,188904872.10893556,9.986502766586448e+18,#c21753,2.940838357413416,8810874537.976927
158.42485,290.68989,#bc1656,211175022.5807276,1.1541294052708788e+19,#bc1656,2.8927734567445684,9108790354.45334
167.91072,280.17808,#b51657,269924326.67333066,1.5753731022006288e+19,#b51657,2.845487739252996,9727251594.402023
172.4728,275.81358,#b01759,298883605.8631228,1.8296648928134357e+19,#b01759,2.8115866292955167,10202772678.736082
175.68395,271.85749,#ab185a,327808723.2453782,2.0328966553395737e+19,#ab185a,2.7780894167931174,10335786853.653818
294.87614,114.61604,#701f57,12888259336.020844,1.0140094329607288e+21,#701f57,2.416772019301729,13112831434.71409
294.90119,118.55421,#6e1f57,11755945918.47602,1.0148429509647972e+21,#6e1f57,2.405931333857799,14387654808.928612
257.65599,140.63358,#821e5a,7020246199.328995,2.9910960385882364e+20,#821e5a,2.5240864505424114,7101118568.733695
257.6282,157.92215,#761f58,4688460380.439888,2.9883707794373856e+20,#761f58,2.4569279142530447,10623141845.258968
279.02229,140.63358,#6e1f57,7020246199.328995,6.028362873379071e+20,#6e1f57,2.405931333857799,14311850568.135513
276.91859,157.92215,#6b1f56,4688460380.439888,5.626412650070955e+20,#6b1f56,2.387978623765955,20000924943.09424
327.21363,103.922718,#591e50,16543768462.677357,2.9288609265185467e+21,#591e50,2.286445840825226,29506184691.495163
327.68168,114.61604,#561e4f,12888259336.020844,2.9741731989753425e+21,#561e4f,2.265984744495722,38461014807.26407
328.13975,118.55421,#561e4f,11755945918.47602,3.019197987836002e+21,#561e4f,2.265984744495722,42803843104.4914
244.7441,192.24069,#7b1f59,2103819655.1624608,1.9583792871232835e+20,#7b1f59,2.486552675770553,15514473736.042532
248.84125,186.78609,#7a1f59,2389588931.938169,2.2400714751459947e+20,#7a1f59,2.475404538069587,15623827214.283657
240.44615,198.50409,#7f1e5a,1817572897.882997,1.7008706430359824e+20,#7f1e5a,2.5052520841348382,15596537604.416101
251.00069,186.51018,#781f59,2405033780.113868,2.404494088288999e+20,#781f59,2.464300850287136,16662926651.111712
260.31156,175.51703,#731f58,3108865196.038549,3.2633203456306735e+20,#731f58,2.434941196776266,17494702728.34033
240.4386,202.01128,#7d1f5a,1674656298.871575,1.7004494789916567e+20,#7d1f5a,2.494014512040758,16923367898.808666
236.20342,211.74202,#821e5a,1334280018.284465,1.47990006098827e+20,#821e5a,2.5240864505424114,18485625714.596176
240.14989,206.5975,#7f1e5a,1504586545.8323731,1.68442227995902e+20,#7f1e5a,2.5052520841348382,18658750301.700073
247.29253,201.58298,#761f58,1691488484.5220516,2.1291189155295884e+20,#761f58,2.4569279142530447,20978750717.80535
243.7835,206.7423,#7d1f5a,1499507934.217212,1.8976354573852413e+20,#7d1f5a,2.494014512040758,21091757436.813915
250.90154,196.98499,#761f58,1883202046.6898048,2.3966868535226955e+20,#761f58,2.4569279142530447,21211096792.43276
294.8242,127.39083,#661f54,9564143383.432096,1.0122833531682387e+21,#661f54,2.3595282724312296,17640251241.629066
292.1845,140.63358,#631f53,7020246199.328995,9.283223717467074e+20,#631f53,2.341916558626986,22039169410.597923
294.28855,157.92215,#5c1e51,4688460380.439888,9.946530259730888e+20,#5c1e51,2.303640402958185,35358196695.11519
294.13883,157.92215,#601f52,4688460380.439888,9.89780296659889e+20,#601f52,2.3209590623040324,35184979586.23482
308.38887,140.63358,#5b1e51,7020246199.328995,1.5795547450809503e+21,#5b1e51,2.293307181295177,37499984573.94857
321.6686,127.39082,#541e4e,9564145616.692623,2.4417894814323573e+21,#541e4e,2.2592051499614563,42551099688.587975
243.13483,202.01128,#7d1f5a,1674656298.871575,1.857685955147911e+20,#7d1f5a,2.494014512040758,18488231051.745422
236.30083,211.74202,#811e5a,1334280018.284465,1.484636116216092e+20,#811e5a,2.5165346421087142,18544784401.46501
240.13277,206.5975,#7d1f5a,1504586545.8323731,1.6834766534705064e+20,#7d1f5a,2.494014512040758,18648275369.88649
240.99724,206.7423,#7d1f5a,1499507934.217212,1.731895641657912e+20,#7d1f5a,2.494014512040758,19249599620.18044
249.4265,196.98499,#781f59,1883202046.6898048,2.283489025687542e+20,#781f59,2.464300850287136,20209276266.99554
247.57817,201.58298,#781f59,1691488484.5220516,2.149160952926321e+20,#781f59,2.464300850287136,21176230014.690186
134.50504,331.96449,#d62449,80552667.01109031,5.266353412114683e+18,#d62449,3.108464556029377,10896294328.342192
142.4304,323.66807,#cf1e4d,97771729.47717778,6.829816109677549e+18,#cf1e4d,3.048504933511402,11642452179.512327
148.39037,316.73487,#ca1a50,114953542.41347855,8.30444246834392e+18,#ca1a50,2.998680336233436,12040287890.786226
156.39762,312.58616,#c41753,126646769.4799362,1.0798813418939523e+19,#c41753,2.949663448686964,14211197363.190943
163.72089,304.96824,#bd1655,151302767.56791964,1.373087155042666e+19,#bd1655,2.905801241228892,15125160157.49997
173.7984,295.46257,#b71657,188904872.10893556,1.910975435841109e+19,#b71657,2.858308985263513,16860121309.621466
180.70517,286.40144,#ad1759,233416417.5910707,2.3968674097387737e+19,#ad1759,2.790606978320643,17114387485.930246
178.68886,290.68989,#b01759,211175022.5807276,2.2434743064857084e+19,#b01759,2.8115866292955167,17706278888.704567
194.3035,271.85749,#9f1a5b,327808723.2453782,3.7441746119222125e+19,#9f1a5b,2.704172606664561,19036378770.18679
192.90506,275.81358,#a11a5b,298883605.8631228,3.576308031721697e+19,#a11a5b,2.7122874933645,19942590591.377277
188.52445,257.94767,#a4195b,453606164.9952423,3.0976466847590597e+19,#a4195b,2.736778556603052,11381557114.975681
197.21073,246.81008,#9c1b5b,588334632.3918966,4.118797244204996e+19,#9c1b5b,2.6799733296868915,11667955098.55752
193.5229,252.01343,#9f1a5b,521023883.4208302,3.649524006775557e+19,#9f1a5b,2.704172606664561,11674205741.504822
196.95246,250.25824,#9c1b5b,542821301.2617681,4.084052194668984e+19,#9c1b5b,2.6799733296868915,12539584651.448997
201.41306,244.275,#971c5b,624212512.8837984,4.727524641447526e+19,#971c5b,2.6480441566036577,12622636639.15473
205.91228,239.03403,#931c5b,705473580.2545779,5.479317564410615e+19,#931c5b,2.628284835801397,12944773831.769726
210.12377,235.35472,#921c5b,768762802.2591397,6.291009573232504e+19,#921c5b,2.616495387341047,13638818013.274721
214.98748,230.29254,#8e1d5b,865221990.9585674,7.379132017930528e+19,#8e1d5b,2.5969714788717795,14214332843.750484
207.19589,241.10599,#931c5b,672154581.416553,5.714942452713038e+19,#931c5b,2.628284835801397,14170704702.75083
218.74094,226.51108,#8b1d5b,945094099.2559588,8.345923257729427e+19,#8b1d5b,2.577587469373751,14717975815.494448
227.77971,216.04325,#811e5a,1206781186.9755878,1.1226237865507304e+20,#811e5a,2.5165346421087142,15504381941.35576
224.24185,220.95424,#871e5b,1076035376.2033112,9.996234063370273e+19,#871e5b,2.554520985765487,15483124880.523657
326.65806,127.39086,#511e4d,9564136683.653622,2.8759709657566266e+21,#511e4d,2.23898782691094,50117277716.451614
326.6741,140.6336,#4b1d4a,7020242920.826644,2.877484491941246e+21,#4b1d4a,2.205693537488266,68313982018.21812
327.8298,157.92218,#4b1d4a,4688457096.126313,2.988658322978785e+21,#4b1d4a,2.205693537488266,106241714552.10954
184.55908,271.8575,#a6195a,327808646.7009262,2.719844379915452e+19,#a6195a,2.7449912897159163,13828414876.015978
182.37354,275.8136,#aa185a,298883466.2824618,2.531689358631073e+19,#aa185a,2.7697776574701383,14117483033.997845
182.45259,286.40147,#ab185a,233416254.08052623,2.538262338199592e+19,#ab185a,2.7780894167931174,18124004461.459637
185.50707,295.4626,#af1759,188904739.7791761,2.805746588064054e+19,#af1759,2.803174649739657,24754510230.428722
204.59015,275.8136,#9e1a5b,298883466.2824618,5.246773944042734e+19,#9e1a5b,2.6920487981162733,29257634585.2703
184.06803,304.96827,#b41658,151302661.57881162,2.676386982096937e+19,#b41658,2.836974331044393,29481602792.81055
260.08985,198.50412,#711f57,1817571624.6549327,3.239674567410148e+20,#711f57,2.4276561018218445,29706986723.977596
270.02146,186.78612,#691f55,2389587258.007128,4.4872472452756085e+20,#691f55,2.377267094130422,31297226681.020294
278.45256,175.51706,#661f54,3108863018.2472672,5.916752737513713e+20,#661f54,2.3595282724312296,31719810440.80382
276.70948,175.51706,#661f54,3108863018.2472672,5.58795306063008e+20,#661f54,2.3595282724312296,29957109870.67167
278.21144,192.24073,#611f53,2103817690.166968,5.870141868383024e+20,#611f53,2.331416878272676,46503885894.51354
266.01664,192.24073,#6d1f56,2103817690.166968,3.934868272798652e+20,#6d1f56,2.398733033445379,31172443404.434315
271.5781,186.51021,#681f55,2405032095.3635554,4.722313114872389e+20,#681f55,2.370154554190775,32725225884.89991
277.84715,180.65758,#641f54,2757223419.328294,5.8004165431512754e+20,#641f54,2.3489443598431987,35061942523.3493
257.06455,175.51706,#731f58,3108863018.2472672,2.933628569501239e+20,#731f58,2.434941196776266,15727231854.44592
255.1046,186.78612,#701f57,2389587258.007128,2.7509650979219705e+20,#701f57,2.416772019301729,19187170564.73472
257.02867,192.24073,#6d1f56,2103817690.166968,2.930178015323031e+20,#6d1f56,2.398733033445379,23213180725.51619
315.37815,157.92218,#531e4d,4688457096.126313,1.986547558937826e+21,#531e4d,2.249076295522973,70618383198.28595
330.11119,140.6336,#4b1d4a,7020242920.826644,3.2208857329498026e+21,#4b1d4a,2.205693537488266,76466625853.1345
256.44734,211.74205,#731f58,1334279083.6079166,2.874834143307796e+20,#731f58,2.434941196776266,35909955403.70995
261.26747,206.59754,#701f57,1504585140.5285606,3.3672620739824805e+20,#701f57,2.416772019301729,37300005865.1778
271.54643,196.98502,#691f55,1883200727.4878645,4.7174100898016526e+20,#691f55,2.377267094130422,41749931565.48728
268.7251,201.58301,#6b1f56,1691487299.617385,4.300440885858786e+20,#6b1f56,2.387978623765955,42373368561.8129
265.01487,206.74233,#6e1f57,1499506883.796847,3.807673479568956e+20,#6e1f57,2.405931333857799,42321396017.06578
343.70915,127.390857,#461c48,9564137353.63126,5.031322209115321e+21,#461c48,2.1794149286876103,87676877747.98033
208.23824,257.94767,#951c5b,453606164.9952423,5.913715592063703e+19,#951c5b,2.640121479394902,21728524464.70361
213.47687,252.01343,#921c5b,521023883.4208302,7.022410462811826e+19,#921c5b,2.616495387341047,22463495072.770767
218.40235,246.81008,#8c1d5b,588334632.3918966,8.253745547381542e+19,#8c1d5b,2.585322489772079,23381663804.224335
220.27017,244.275,#8b1d5b,624212512.8837984,8.77523395351445e+19,#8b1d5b,2.577587469373751,23430145376.221745
233.6505,230.29253,#7f1e5a,865222192.9908932,1.3610225335222991e+20,#7f1e5a,2.5052520841348382,26217206488.457554
226.96578,241.10597,#861e5b,672154895.3174253,1.093048859167327e+20,#861e5b,2.546878120316004,27103099468.64094
231.49074,235.3547,#821e5a,768763161.2767229,1.2679406318186529e+20,#821e5a,2.5240864505424114,27488757172.688515
241.35411,226.51107,#7b1f59,945094319.9386964,1.7522877872156135e+20,#7b1f59,2.486552675770553,30901462253.5113
245.37519,220.95423,#761f58,1076035627.4612904,1.9993409626954485e+20,#761f58,2.4569279142530447,30967700815.702057
248.94452,216.04323,#751f58,1206781750.5508094,2.2476722635254736e+20,#751f58,2.445912595343321,31042236406.86717
157.38431,331.96449,#cf1e4d,80552667.01109031,1.1154027672114962e+19,#cf1e4d,3.048504933511402,23078126162.641106
181.70925,304.96824,#b41658,151302767.56791964,2.4771221111337e+19,#b41658,2.836974331044393,27286591767.3066
189.51416,298.51493,#ad1759,175909544.9264918,3.199857084184909e+19,#ad1759,2.790606978320643,30317258466.769093
199.52185,290.68986,#a6195a,211175170.5110547,4.443170470998594e+19,#a6195a,2.7449912897159163,35067020902.17248
196.76773,295.46253,#aa185a,188905048.54875925,4.0593804172664095e+19,#aa185a,2.7697776574701383,35814998491.32426
203.8023,286.4014,#9f1a5b,233416635.60530743,5.112922448312967e+19,#9f1a5b,2.704172606664561,36507840976.10043
212.62862,275.81355,#981b5b,298883815.2342361,6.829716046060349e+19,#981b5b,2.6599757580335908,38084564959.954315
211.00399,280.17805,#9c1b5b,269924515.7581643,6.475291600084255e+19,#9c1b5b,2.6799733296868915,39982113653.12291
217.57093,271.85746,#951c5b,327808952.87884104,8.031695986077824e+19,#951c5b,2.640121479394902,40835248272.62399
255.43395,196.98496,#711f57,1883203365.8926735,2.7808448870158008e+20,#711f57,2.4276561018218445,24610945170.87757
256.23185,206.59748,#6e1f57,1504587248.4847722,2.854585646565311e+20,#6e1f57,2.405931333857799,31620916294.92944
293.359,175.517,#5c1e51,3108867373.8313613,9.6478358057193e+20,#5c1e51,2.303640402958185,51722136744.125175
293.73844,180.65752,#591e50,2757227282.2577286,9.76866315811358e+20,#591e50,2.286445840825226,59048832746.90003
293.61506,186.78606,#5b1e51,2389590605.870379,9.72920941335928e+20,#5b1e51,2.293307181295177,67858272385.362114
293.79228,192.24066,#5c1e51,2103821128.910287,9.785929906110134e+20,#5c1e51,2.303640402958185,77525046938.27383
293.9777,198.50406,#5c1e51,1817574171.111952,9.845628878076404e+20,#5c1e51,2.303640402958185,90281770748.43538
278.04237,196.98496,#641f54,1883203365.8926735,5.837678146679801e+20,#641f54,2.3489443598431987,51664433879.06606
277.65928,206.59748,#661f54,1504587248.4847722,5.764782426318483e+20,#661f54,2.3595282724312296,63857850185.86807
281.6563,198.50406,#641f54,1817574171.111952,6.572364015198353e+20,#641f54,2.3489443598431987,60266811662.65258
290.585,186.78606,#5e1f52,2389590605.870379,8.808733756083985e+20,#5e1f52,2.314014990235024,61438235029.63256
302.29685,175.517,#581e4f,3108867373.8313613,1.2934573783822256e+21,#581e4f,2.2761948562682948,69342369360.93394
276.40467,211.74199,#681f55,1334280952.9616706,5.532362693545165e+20,#681f55,2.370154554190775,69105419430.40701
285.30793,202.01125,#611f53,1674657471.9859474,7.408667745290474e+20,#611f53,2.331416878272676,73733165032.4953
289.688,201.58295,#601f52,1691489669.4275472,8.55333463008578e+20,#601f52,2.3209590623040324,84278124628.65445
293.17399,196.98496,#5c1e51,1883203365.8926735,9.589465114187178e+20,#5c1e51,2.303640402958185,84868379838.5346
276.07579,216.04319,#681f55,1206782877.7020397,5.4730026044124063e+20,#681f55,2.370154554190775,75586679061.3033
276.21003,230.29248,#6d1f56,865223203.1532257,5.497154483066788e+20,#6d1f56,2.398733033445379,105890874228.23227
275.92375,241.10593,#751f58,672155523.1196091,5.445776352120002e+20,#751f58,2.445912595343321,135032646582.67027
255.50287,216.04319,#731f58,1206782877.7020397,2.7871384972606692e+20,#731f58,2.434941196776266,38492680950.30688
255.7429,230.29248,#731f58,865223203.1532257,2.809168861116504e+20,#731f58,2.434941196776266,54112604525.60583
254.57913,244.27495,#781f59,624213241.6630342,2.7039559398486625e+20,#781f59,2.464300850287136,72196373487.28137
256.05204,257.9476,#811e5a,453606906.4260117,2.8377990114178227e+20,#811e5a,2.5165346421087142,104267923438.26813
327.3824,175.517,#4c1d4b,3108867373.8313613,2.945119538586171e+21,#4c1d4b,2.21231255030845,157888130115.40665
327.49278,180.65752,#4b1d4a,2757227282.2577286,2.9558018830090366e+21,#4b1d4a,2.205693537488266,178669945106.87726
292.9778,196.98496,#5c1e51,1883203365.8926735,9.527952889499e+20,#5c1e51,2.303640402958185,84323986299.64723
293.75688,201.58295,#5e1f52,1691489669.4275472,9.774573522063334e+20,#5e1f52,2.314014990235024,96311293911.82698
293.32536,206.59748,#611f53,1504587248.4847722,9.637196013851186e+20,#611f53,2.331416878272676,106753485865.27121
293.64765,211.74199,#611f53,1334280952.9616706,9.739615342991392e+20,#611f53,2.331416878272676,121658727139.04579
234.10686,252.01338,#871e5b,521024491.72550106,1.3815490029252502e+20,#871e5b,2.554520985765487,44193348069.23407
242.68024,244.27495,#7f1e5a,624213241.6630342,1.830191498447706e+20,#7f1e5a,2.5052520841348382,48866620579.09608
248.18209,239.03398,#7a1f59,705474403.9075575,2.192158510446852e+20,#7a1f59,2.475404538069587,51789228598.15297
267.14646,216.04319,#6b1f56,1206782877.7020397,4.083427091570604e+20,#6b1f56,2.387978623765955,56395495370.66519
257.26564,230.29248,#751f58,865223203.1532257,2.953042590959414e+20,#751f58,2.445912595343321,56884022916.42443
